"x_1","y"
38.7140991399065,40.3318037697305
94.679554994218,94.912471109220
83.3642368204892,80.7341174351114
63.1299336906523,64.9317033192376
17.4494340084493,17.4282429467567
80.5647547822446,82.1931166469817
68.3757511200383,69.2627082889458
13.4889508131891,13.7443263592192
97.562295687385,97.7923121794731
41.5820730151609,43.6220818626861
85.0045949453488,84.8840178178584
80.8688919059932,81.4767396263948
45.8790649892762,45.3196227748979
50.067028333433,49.1278043092059
58.9426954742521,59.264378988555
57.3579873424023,58.4654310230129
43.6310359742492,41.9493663457585
73.6537173623219,72.5917151233904
71.6237802989781,71.1819730033676
48.1359602184966,46.386687064687
82.7775869285688,82.8321691934769
95.7734495867044,95.5463619096458
98.4395146835595,97.9851435408672
58.7334576295689,57.0969522802193
43.2311298558488,44.147177578911
66.8675795430318,66.5882608665187
6.60081866662949,5.94364698325247
45.0707897311077,46.8193573238776
19.6046676719561,17.3680037416012
40.0666653178632,40.3853207034053
8.53532941546291,9.82717103344015
56.4072174951434,57.1558011996312
16.6111431317404,15.5975646895085
74.7643717098981,75.3998422163918
82.7875994378701,82.8055373528149
99.7212038142607,98.6709142271776
71.4406601386145,71.4220688935836
81.8164136027917,83.5541152554497
65.1475878898054,65.4255914766701
70.9445043932647,71.2086552471353
17.9952266393229,17.7069778603734
89.6420224336907,90.7049922776411
41.4559690281749,39.818376071022
69.1319133620709,68.4575321097816
52.329314686358,52.5877501454951
8.45306657720357,7.98007136155228
35.0603447994217,34.9122283911716
10.4928471613675,9.2706926901946
90.1813594857231,90.8876474927804
36.1645590746775,36.4959379486431
36.3972357939929,36.0432077633309
71.4797869091853,71.3091530793679
45.3090494032949,44.7381578232558
51.4555260306224,52.5454836154304
47.5611386820674,47.5741889030017
17.1988467918709,18.7362347891879
69.0101899439469,67.5623596857428
60.9426073264331,60.2919899924579
60.5606704484671,59.9525541252391
88.8031532522291,87.3370392849387
16.272508748807,15.5908587806731
80.9505515033379,80.453161209312
31.257006037049,31.981930703811
51.409828895703,48.3153999148546
63.1931368494406,64.5465887072672
83.4874739870429,82.2058406596115
42.309306981042,42.9244071601048
84.4692947575822,83.250760820077
11.3933753222227,12.292446563985
81.0852749273181,80.455861091912
99.494608794339,96.8672991225597
31.8302102619782,31.4408138793637
29.6159925404936,31.3045204774377
77.6648518396541,79.1882222606609
52.5859009241685,52.4315935031468
38.1760701769963,37.5177002712916
10.8118272852153,10.8344946477193
73.5172954155132,74.9614564970855
89.2001068918034,89.418653434449
56.6331210313365,55.675465182879
9.50615382753313,9.36066698186078
71.8022250803187,72.6492163383845
46.9087682431564,48.0218269656759
