"x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","y"
0.914427687646821,0.721478737192228,0.119914289563894,0.718852183548734,0.181478547165170,0.71482951915823,0.0972967760171741,0.862817684654146,0.199244075454772,0.0259622852317989,19.9698969612594
0.39904430671595,0.164762450614944,0.548063140595332,0.344901322154328,0.262381260748953,0.32661523623392,0.617233412107453,0.340351154096425,0.361946913879365,0.556480205617845,6.34799113001212
0.180279437219724,0.0780923720449209,0.808251341804862,0.832620911067352,0.735860056942329,0.348414602456614,0.391649249941111,0.628034789580852,0.997738067992032,0.97108250693418,13.7944249287326
0.139581121504307,0.276367041282356,0.511210915632546,0.412034567678347,0.583925393410027,0.0415800255723298,0.71467621345073,0.898432147689164,0.890008187619969,0.185141311259940,8.05113193477981
0.766271290602162,0.219893969595432,0.122090259334072,0.470896245446056,0.988832177827135,0.870438569458202,0.953689743299037,0.833715786691755,0.936333793215454,0.93191955727525,17.2177973369846
0.583890629000962,0.380007502855733,0.0810767859220505,0.641925717238337,0.677145579364151,0.491958081489429,0.594651245046407,0.911757668480277,0.456183668458834,0.96466131741181,20.4907400858372
0.761162255657837,0.830218221992254,0.198045732919127,0.549390736268833,0.440410809824243,0.746510970871896,0.336949402932078,0.330104448599741,0.488290263339877,0.774101389339194,17.4063779201259
0.711619675625116,0.249816365307197,0.804079079534858,0.499898454872891,0.854121433803812,0.331441636895761,0.145118897780776,0.173701325897127,0.284777845256031,0.994228433119133,16.6221528160326
0.146708681248128,0.749633895233274,0.110670811031014,0.197174858534709,0.231967734172940,0.499328075908124,0.640388903906569,0.871398944640532,0.803529040655121,0.841868217568845,9.03702370194621
0.412899224786088,0.960051307454705,0.711384151829407,0.813603509450331,0.974663169588894,0.734682451467961,0.657872571377084,0.88859871099703,0.327682781033218,0.833072216482833,22.8877621067421
0.336132234660909,0.458462995477021,0.801878584316,0.537294278852642,0.259287055814639,0.064752884209156,0.96160020120442,0.708624844439328,0.979543156689033,0.351930588018149,12.0176979473958
0.740105953998864,0.601359732681885,0.275949265342206,0.511045178165659,0.322762387571856,0.590969540644437,0.844738889951259,0.477506258292124,0.00198125862516463,0.47987567121163,19.8970012446922
0.683215788565576,0.259001381928101,0.522370741236955,0.330425894586369,0.286261905450374,0.854481765534729,0.711871233070269,0.559860944515094,0.303426003316417,0.152520363451913,10.0238759557163
0.744790680008009,0.378764217486605,0.926142966374755,0.406484043458477,0.635565961711109,0.0186016624793410,0.94697552593425,0.951961561106145,0.833531123585999,0.376298469724134,19.2598555226685
0.740151217905805,0.172172875842080,0.578955645672977,0.203518518945202,0.644601695239544,0.78380451654084,0.206427955068648,0.219815987627953,0.51760807656683,0.284698272356763,8.51115650200185
0.601858514826745,0.188865957781672,0.473359948489815,0.151713083731011,0.315622207708657,0.206707786535844,0.315740031888708,0.0480135511606932,0.547057805815712,0.4482703122776,6.00406615955511
0.826680527534336,0.94540233956650,0.559872787678614,0.432739593088627,0.0938174973707646,0.118394204182550,0.207083452725783,0.454284048639238,0.89371117693372,0.975614367984235,12.0335753102503
0.125031175324693,0.66303947661072,0.398669815855101,0.803099987329915,0.453996245050803,0.438760646851733,0.302537460811436,0.16127782757394,0.811230443418026,0.18297734297812,12.9258677167507
0.0279407780617476,0.457067712908611,0.141159950289875,0.140526201110333,0.068048260640353,0.728132605785504,0.359804192790762,0.309206136269495,0.680270593846217,0.375719967996702,5.25440024109918
0.254553747596219,0.323845166480169,0.773467522813007,0.908074877923355,0.895713278325275,0.135079940548167,0.775904049631208,0.870833469787613,0.565621157642454,0.84740126482211,18.3070837075737
0.95386652997695,0.51538665802218,0.91402506059967,0.60532215423882,0.0118263708427548,0.55644461652264,0.805425581755117,0.781741917133331,0.218754755333066,0.869764486094937,18.8442324689716
0.229263563407585,0.260283246636391,0.815884176641703,0.327723725233227,0.210550160380080,0.471847543958575,0.798401672625914,0.783061457565054,0.431825838051736,0.464723353739828,8.1042082617602
0.106844782596454,0.842253019567579,0.883094595512375,0.0764143255073577,0.321694433223456,0.0922771925106645,0.118909585755318,0.0303584628272802,0.98092546616681,0.674659960204735,9.88239231632676
0.0684076682664454,0.895611908985302,0.231166799785569,0.347171592758968,0.640422837808728,0.386444761417806,0.96116947522387,0.978118085535243,0.639178531477228,0.406503206351772,10.4217295201632
0.295792802469805,0.317633180879056,0.292836478678510,0.176951388828456,0.662280482240021,0.592822891194373,0.27868631365709,0.792160623008385,0.687704545911402,0.188156706979498,8.6684650685984
0.874652449972928,0.194501825375482,0.232577553251758,0.610718882875517,0.196837503695861,0.0443143292795867,0.629231090424582,0.121765950694680,0.423215922899544,0.235289465170354,13.0028364297255
0.393037977162749,0.0596310265827924,0.421886447118595,0.783175730379298,0.317573969019577,0.747756795724854,0.0878449925221503,0.716875961981714,0.698601166019216,0.622724123066291,10.0451008284551
0.145366551587358,0.856861254666,0.0250169399660081,0.777586080599576,0.875433841720223,0.462472418788821,0.18171577854082,0.252595395315439,0.474328842712566,0.375698681920767,21.8414611830469
0.719030624022707,0.230864230310544,0.548008043318987,0.442573667271063,0.374868927290663,0.263158085523173,0.74754436663352,0.666962596587837,0.180140959331766,0.932806067168713,10.1876065261187
0.478508390719071,0.808984349481761,0.0106769450940192,0.326314206467941,0.544093084288761,0.034361828584224,0.0480809919536114,0.452612317865714,0.130548505112529,0.185805824352428,21.1847664455848
0.471118377987295,0.0559124411083758,0.132340371608734,0.556738556362689,0.257097046123818,0.839292023330927,0.932582102250308,0.732489276211709,0.717594566522166,0.268756423611194,10.5743638202064
0.413096718722954,0.126126630697399,0.50804163585417,0.768618350382894,0.734660613816231,0.505061693489552,0.977394118439406,0.985468124737963,0.638745289063081,0.627037602709606,11.2423849171414
0.985197638859972,0.251680049812421,0.456627881620079,0.0760472018737346,0.434577436186373,0.749623430427164,0.121857694350183,0.575356960529462,0.37017268454656,0.743601499823853,10.3989043235051
0.909069585613906,0.241964137181640,0.662477241363376,0.919439438963309,0.027529553277418,0.527757432544604,0.394637916469947,0.00624092784710228,0.885724353604019,0.490379452705383,15.9353813432288
0.789820780977607,0.983843794558197,0.916650019818917,0.206523517845199,0.278743988834321,0.232955607119948,0.183799864491448,0.499311299528927,0.691676119109616,0.664235288277268,12.6372414507389
0.683468281058595,0.746563060674816,0.570531833451241,0.671001778682694,0.326156816678122,0.524678937159479,0.502222711220384,0.386883789906278,0.94690786418505,0.174482190515846,18.3396109296055
0.135435527190566,0.63001786544919,0.721337196417153,0.745654307072982,0.161224354989827,0.650471741566435,0.86241597821936,0.884425456402823,0.185680066468194,0.196116817416623,11.9702146535075
0.350912244059145,0.201977647142485,0.220786100020632,0.440055394312367,0.497701871208847,0.0649751988239586,0.225218408973888,0.947778776753694,0.780864853644744,0.0624949079938233,12.2499259766291
0.711298275273293,0.234951084246859,0.640916511649266,0.901933748275042,0.842989998171106,0.371878437465057,0.552752803545445,0.0305004725232720,0.226845585741103,0.652945829322562,19.3312775099865
0.269742202712223,0.115424996940419,0.00739059643819928,0.897654984146357,0.164910547668114,0.275396307697520,0.194088101619855,0.817937952466309,0.239476154092699,0.431186499074101,15.1164136955844
0.604450896847993,0.239952079253271,0.299017364392057,0.512228215346113,0.948256046511233,0.0925988960079849,0.249574666377157,0.0660363382194191,0.566088662249967,0.619527899893001,16.1792914223255
0.379976571770385,0.686919479630888,0.642189809354022,0.234569679247215,0.854045431595296,0.278266105568036,0.180491677252576,0.518716962076724,0.474152432521805,0.692466057371348,13.7529165396178
0.0740533811040223,0.58474578964524,0.430820427602157,0.0744797089137137,0.285799407400191,0.775238144444302,0.695899361278862,0.80565290665254,0.414132417878136,0.191277915146202,4.6916514936011
0.806036666966975,0.464323983993381,0.909530713921413,0.67484495183453,0.137327009346336,0.517521817004308,0.789528793655336,0.786694538546726,0.950430991128087,0.513795733684674,19.19005416058
0.364055259386078,0.435228219954297,0.288359899539500,0.268985675182194,0.859396879794076,0.23708254029043,0.534542973386124,0.526353130815551,0.334237095201388,0.0273615324404091,11.5968305915680
0.360772373853251,0.121829932089895,0.923924862639979,0.564257228281349,0.509384961100295,0.357585971243680,0.0140738720074296,0.611198970815167,0.198657160159200,0.678894419688731,12.3715128471862
