"x_1","x_2","x_3","y"
83.9642227161676,40.7670667627826,12.1563830180094,50.8779592521885
45.219221804291,25.7007294800133,19.5315237389877,48.2451780841448
53.6063483217731,73.4727572882548,44.0676435129717,49.3963596402162
15.2271131053567,66.6928423102945,96.952062076889,31.5195128854667
85.1896683918312,22.8135927114636,0.557443569414318,49.8701377445118
56.9342933828011,93.4918919112533,63.5735042393208,70.9180556592374
53.1525011407211,86.4711599890143,51.632021390833,70.0953580213628
84.5549071207643,62.9148023668677,28.8535288302228,48.6282859858807
1.45728667266667,95.5724108964205,0.594321172684431,7.67525130497991
78.2597784418613,12.4110361095518,14.6186134079471,50.0114797982368
66.8399672722444,22.7941381977871,98.5636948142201,48.1429145536334
99.4422652525827,13.3411985822022,62.660624505952,48.8752379422753
42.5213709240779,87.4529763823375,70.75450043194,70.6893722424302
94.4564045174047,18.2590706739575,81.684842845425,50.2878217516788
48.9951859926805,96.3056408567354,47.5458148866892,69.6788005150568
12.0022453134879,82.6674319570884,56.2024055747315,29.2879632489651
7.57977697066963,87.0149013819173,96.849236660637,30.1821819606206
73.3333159703761,73.8781063584611,80.67831620574,50.68035650515
62.7883669920266,82.7181283617392,8.67284452542663,69.1109807259572
49.7680625645444,36.2081458326429,29.8461390659213,49.4599604681344
0.599145353771746,34.5632069278508,72.1505766734481,28.6307935837386
20.1495541725308,37.7554646926001,39.6096931537613,30.8326710731856
84.7264947369695,45.8504152251408,26.3047550106421,50.4488530067061
49.4477876694873,35.1920071756467,33.6036566179246,49.8061532303818
94.3283569766209,11.2462035845965,15.8883403753862,48.0582196222718
86.2007725983858,84.0760001447052,84.7734141629189,70.3401381320105
47.2153458045796,69.360861973837,49.6433857362717,49.7507169680143
65.9597313962877,40.1055646128953,16.3715955335647,53.1218670083744
0.155070633627474,67.2491251723841,35.8725028811023,28.5549972090325
70.9694492630661,48.7522866809741,11.1110039521009,48.8015743996153
59.4892435474321,27.3906258167699,63.6384326266125,48.7286333361313
43.9259791979566,52.3632047697902,45.2209109906107,50.6389499367348
41.2952354177833,28.9030552143231,85.215255105868,49.647870696826
53.0287054833025,57.2232213802636,64.3587110098451,47.3140053625183
24.3600687943399,28.172818152234,44.4708912633359,30.2755823919915
59.4458401203156,85.0571195129305,64.8459838237613,70.3017385894525
46.9123731600121,15.7752637984231,3.8923722691834,50.7730905364849
24.4279131758958,40.7154388958588,15.596755198203,28.4045451512194
21.3838309980929,60.5607856297866,45.9482798120007,32.6520126455691
44.7945206193253,94.9286290677264,5.79901898745447,70.3476921344368
35.6816849205643,95.9941930137575,31.9517783587798,69.468845911589
97.4266799865291,59.2671436723322,78.5285009769723,49.0584252707987
80.3754587192088,75.4279789049178,34.149053064175,50.1942502259868
81.4596659271047,68.9382741460577,95.0818404788151,50.5240124461244
81.1519770883024,25.1498743658885,75.8105284767225,51.2378987518278
21.9717040890828,77.5607629446313,22.0793338958174,30.3689864540243
22.7512855548412,18.8049360644072,90.6513943569735,30.7076610720734
81.6061324905604,35.4358432115987,10.4605255415663,50.1001642213075
17.7174928132445,37.7835727063939,49.4113975903019,30.2083743456071
20.0781967956573,0.168468221090734,5.7285447139293,8.75933881064865
18.3929960709065,61.2364847911522,47.7671773638576,29.8864057272208
69.8553045513108,28.8899635430425,90.7909484114498,51.4794911813106
14.9456416722387,99.2724798386917,50.4251236096025,29.8934157149387
67.056770529598,4.40699183382094,2.23646117374301,50.8499511826864
24.7139170765877,11.3747189752758,12.0487579843029,31.1124284060248
41.3129483815283,50.5676375469193,1.34354624897242,49.7808130809556
73.9764194469899,74.4291553972289,98.6862131627277,50.3733951928329
77.36138952896,85.6848067836836,6.32775833364576,70.7230185259917
42.2378660179675,35.6782269198447,85.232779243961,50.4574456787159
23.1139270123094,81.6196283092722,6.89534617122263,9.92929961502106
99.3591045960784,46.5414664475247,79.7268277266994,51.4623707915596
88.2658159127459,16.7242054827511,1.01837709080428,50.5577119605832
27.4946693796664,7.60106956586242,27.0619552349672,31.3079859068853
60.9756437595934,49.1043732734397,57.2442391654477,49.8204361726921
93.164906417951,69.6417194791138,35.9312575543299,50.4013067406749
23.047273256816,39.6420669509098,13.5209014639258,29.8469461243472
72.5595951545984,72.7929232874885,5.41291898116469,49.8635977313714
0.06961221806705,93.3124280069023,59.769843518734,31.249770117804
75.9433286497369,51.776132103987,73.901341133751,48.1256850213495
25.3680348163471,66.179887810722,57.5671386439353,26.3834139392793
35.0278875324875,26.6332742758095,1.49962587747723,51.9800147393094
3.60085496213287,0.508761778473854,16.440572636202,30.3994553729757
91.4425252471119,33.8877029949799,81.0543145984411,48.4912935997308
24.255563155748,29.9763556569815,44.3331055343151,31.1932018737353
85.335779027082,87.3876191210002,57.9876904375851,68.9585211997737
15.5232034157962,57.8049680683762,98.7748839426786,28.3133727518177
54.9354009330273,14.6518925437704,13.6856378987432,51.9083438035605
31.3805794809014,46.7304402496666,51.1422027368098,51.2804379591721
93.5010397573933,14.120897417888,29.0362808387727,50.9757129300877
9.5228232908994,95.9709998685867,39.0172749757767,30.8572438673945
54.848498175852,16.6312657995149,37.925764452666,50.3047905967862
20.4296338371933,9.92909190244973,28.4678046824411,29.907225155388
0.906471954658628,71.1644690483809,11.7294064257294,30.1417646775907
78.788490453735,74.8667905339971,41.8003351893276,49.9003092729212
91.2129676202312,52.1186286117882,10.3072062367573,50.184923241782
31.225830479525,46.5678226202726,70.8285418339074,51.1323044024787
2.88583491928875,12.2581689851359,82.4558128835633,29.3588839483108
88.8155088294297,8.47192371729761,91.811821074225,50.6467368921915
47.1845997031778,49.8043820029125,20.8218273008242,50.3236625549732
43.0461875861511,18.2358847232535,15.1673875981942,50.6910306682008
85.3517952142283,12.6613279106095,52.7954828925431,47.4336331583484
39.1026613302529,60.2442646864802,3.60349291004241,50.9218624180974
77.8625393519178,22.0192190492526,85.8386827399954,49.7965182442042
82.0229396456853,30.575122544542,47.1177582861856,49.0714868725697
74.4068138301373,79.3181041022763,84.8699922906235,49.7204428893466
88.9909130288288,84.1329267714173,58.130295202136,70.672611115167
35.004306701012,70.1681335456669,20.9421319887042,50.5583795842181
5.58176145423204,93.4148103231564,31.8412690423429,30.3242988547084
95.5731617752463,55.3989056730643,50.4050330957398,49.5864491483489
34.925990505144,83.4463294129819,80.0484360661358,69.0460429938406
2.41697498131543,32.9458602704108,99.2449096636847,30.36523377648
40.1471012737602,79.4000189751387,35.6158066308126,50.337462124872
33.2846190081909,37.1381664881483,30.6050970684737,51.4325837959733
2.35608383081853,19.9523061048239,7.0422078948468,9.90174754563266
58.5071118082851,81.7572340602055,10.4330073110759,70.0158591951036
24.9617538414896,44.5597905432805,6.41129589639604,10.7539639740232
14.487547124736,91.6302729165182,70.6872642971575,30.0650428509596
65.6639327760786,32.8105100896209,63.440690538846,48.8647754444294
6.2848791712895,0.514993886463344,61.181352310814,30.8170094869221
36.4580949069932,62.8765629371628,45.1755086658522,50.2087362621134
31.3718008808792,66.5841763606295,15.8908114302903,48.2880083206463
32.1380273671821,32.208310905844,36.3506143447012,48.1004051354385
29.6501409495249,21.5667739044875,69.9693957576528,29.3540898023468
30.8049450162798,40.0650561321527,36.1835800111294,49.4543494628071
87.3794875107706,29.2734316783026,1.38970115222037,50.7504124250037
84.3379196012393,25.9996970649809,68.9212336903438,50.3089071214916
77.1361029008403,68.70318709407,30.9614965924993,50.4186699868149
38.4898948017508,61.8747920496389,72.2741382429376,50.1026856521198
14.1220797086135,21.4429720537737,65.3025976847857,30.1240595926081
58.9501738315448,53.0822986736894,56.8270397838205,49.292015502961
16.255718190223,18.9217925770208,68.1296854745597,28.9853703064034
53.5055725136772,47.2483417950571,92.9313945118338,51.1086859469926
50.2786072902381,11.8833297165111,22.930792463012,48.647571540022
66.6493820259348,71.5044346405193,94.8462132830173,49.2420789483244
67.2937683062628,24.1286032600328,3.33759030327201,48.6855926590514
91.3027789676562,23.2107826974243,58.3274494623765,50.6648714295249
74.520331248641,26.2130961054936,35.6079306919128,48.8889988294859
53.4019007580355,54.2305325390771,86.2146839732304,48.8360938063196
99.7537326533347,15.7648464199156,16.5040475316346,50.8024228301436
16.2973621161655,22.3474455066025,46.4621795108542,29.012806809513
66.5850527584553,96.3383580558002,73.2365203322843,67.9263449151225
66.9553203042597,27.0542207872495,26.9174607470632,48.9099746276183
55.7830627541989,55.7674773503095,94.0509754698724,49.8454048109569
62.3817756539211,98.8842612598091,88.7096842983738,69.134525937528
45.5334198661149,71.584294596687,32.118140347302,49.8808061235527
49.8869327129796,1.16587160155177,65.258129267022,50.2475333701286
28.0373390065506,79.433328891173,4.50984234921634,10.8522688597579
